IPERIOD,K,YGROSS,EIND,E,CCA,CCATOT,MAT,ML,MU,FORC,TATM,TOCEAN,DAMFRAC,DAMAGES,ABATECOST,MCABATE,CPRICE,YNET,Y,I,C,CPC,RI,PERIODU,CEMUTOTPER
80,19567.69231,8334.22962,-3.61356298,-3.613414921,-529.029807,-398.1959169,472.6331546,1778.658623,301.5123056,-0.159960398,0.159230345,1.037446511,5.98E-05,0.498688251,0.839574273,95.59567639,95.59567639,8333.730932,8332.891358,1666.578272,6666.313086,579.6819605,0.01949249,1.095354225,32.6462731
81,19887.41799,8461.889269,-3.486720165,-3.486589133,-533.9582889,-403.124197,470.0853079,1778.163267,299.6272279,-0.188668077,0.129032742,1.015491106,3.93E-05,0.332490465,0.789851056,93.20578448,93.20578448,8461.556779,8460.766928,1692.153386,6768.613542,588.5773431,0.019378748,1.096220671,30.32822926
82,20204.08838,8588.24429,-3.36390804,-3.363792076,-538.713772,-407.8795013,467.6467033,1777.655442,297.8183535,-0.216290984,0.099735876,0.993329647,2.35E-05,0.201613311,0.742979515,90.87563987,90.87563987,8588.042677,8587.299697,1717.459939,6869.839758,597.3793501,0.019267978,1.097059531,28.17404952
83,20517.61184,8713.262245,-3.245041917,-3.244939289,-543.3017535,-412.4673246,465.3136728,1777.135698,296.0833041,-0.242853172,0.07132906,0.970989803,1.20E-05,0.104622668,0.698807652,88.60374887,88.60374887,8713.157622,8712.458814,1742.491763,6969.967051,606.0858309,0.019160101,1.097871839,26.17222866
84,20827.90343,8836.913182,-3.130035019,-3.129944194,-547.7276153,-416.8930465,463.0826378,1776.604571,294.4197445,-0.268378984,0.043800779,0.948498285,4.53E-06,0.04001071,0.657190313,86.38865515,86.38865515,8836.873171,8836.215981,1767.243196,7068.972785,614.6948134,0.01905504,1.098658583,24.31206058
85,21134.88468,8959.169574,-3.018798909,-3.018718528,-551.9966211,-421.1619284,460.9501093,1776.062577,292.8253852,-0.292892974,0.017138759,0.925880847,6.93E-07,0.006210671,0.617989017,84.22893877,84.22893877,8959.163363,8958.545374,1791.709075,7166.836299,623.2044979,0.018952718,1.099420707,22.58358383
86,21438.48343,9080.00625,-2.911243881,-2.911172744,-556.1139137,-425.2791113,458.9126888,1775.510217,291.2979833,-0.31641984,-0.008669951,0.903162295,1.77E-07,0.001610762,0.58107177,82.1232153,82.1232153,9080.004639,9079.423568,1815.884714,7263.538854,631.6132516,0.018853062,1.100159112,20.97753063
87,21738.63365,9199.400328,-2.807279328,-2.807216372,-560.0845136,-429.2496143,456.9670679,1774.947974,289.8353443,-0.338984363,-0.033638917,0.880366489,2.67E-06,0.024567192,0.54631287,80.07013492,80.07013492,9199.375761,9198.829448,1839.76589,7359.063558,639.9196033,0.018756,1.100874662,19.48527937
88,22035.27523,9317.331144,-2.706814071,-2.706758355,-563.9133179,-433.0783327,455.1100288,1774.376316,288.4353227,-0.360611341,-0.057782244,0.857516353,7.88E-06,0.073416274,0.513592703,78.06838155,78.06838155,9317.257728,9316.744135,1863.348827,7453.395308,648.1222372,0.018661463,1.101568181,18.09881024
89,22328.35381,9433.780183,-2.609756663,-2.609707354,-567.6050993,-436.7700381,453.3384432,1773.795695,287.0958233,-0.381325539,-0.081114516,0.834633888,1.55E-05,0.146485596,0.482797542,76.11667201,76.11667201,9433.633698,9433.1509,1886.63018,7546.52072,656.2199875,-0.003528525,1.102240461,16.81066381
90,22617.82054,9548.731008,-2.516015664,-2.515972026,-571.1645055,-440.3293771,451.6492724,1773.206549,285.8148013,-0.401151632,-0.103650734,0.811740178,2.54E-05,0.242104259,0.453819331,74.21375521,74.21375521,9548.488904,9548.035085,2466.024136,7082.010948,615.8276846,0.028688469,1.098760923,15.55541416
91,25685.71753,10000.24964,-2.510368423,-2.510329803,-574.5960599,-443.7608719,450.0395659,1772.609299,284.5902631,-0.420114159,-0.125406255,0.788855406,3.71E-05,0.371160064,0.441480708,72.35841133,72.35841133,9999.878481,9999.437,2582.61022,7416.82678,644.9420447,0.025227383,1.10130082,14.47285414
92,28080.21045,10352.13084,-2.476397232,-2.476363053,-578.0199121,-447.1846714,448.3907101,1772.004352,283.4202663,-0.43960832,-0.146534505,0.765998864,5.07E-05,0.524591873,0.424618774,70.54945104,70.54945104,10351.60625,10351.18163,2673.457263,7677.724371,667.6287311,0.022966612,1.103167472,13.45734889
93,29948.36978,10635.14674,-2.424948115,-2.424917867,-581.3974315,-450.5621442,446.7567243,1771.392102,282.2890299,-0.458997522,-0.167105096,0.74318553,6.59E-05,0.700865815,0.405402058,68.78571477,68.78571477,10634.44588,10634.04047,2746.51279,7887.527685,685.8724396,0.021438739,1.104603088,12.50818085
94,31416.77682,10869.75052,-2.362930221,-2.362903452,-584.7047802,-453.8694517,445.1672597,1770.772829,281.1904591,-0.477926589,-0.187142888,0.720428264,8.27E-05,0.898417565,0.385158078,67.0660719,67.0660719,10868.8521,10868.46694,2807.059417,8061.407524,700.9923719,0.020379152,1.105751571,11.62292116
95,32586.58963,11069.85774,-2.294822757,-2.294799066,-587.9275438,-457.0921787,443.6377915,1770.146775,280.1232552,-0.49620507,-0.206650301,0.697738985,0.000100782,1.115645266,0.364705134,65.3894201,65.3894201,11068.74209,11068.37739,2858.6914,8209.685986,713.8861025,0.019628392,1.106702943,10.79838022
96,33535.51231,11245.08765,-2.223558993,-2.223538026,-591.0574166,-460.2220193,442.175574,1769.514166,279.0882402,-0.513738864,-0.225619881,0.675129253,0.000120134,1.350919841,0.344545039,63.7546846,63.7546846,11243.73673,11243.39219,2903.893446,8339.49874,725.1741242,0.019085929,1.10751561,10.03106917
97,34321.85189,11402.16271,-2.15106805,-2.151049495,-594.0900939,-463.254668,440.7831515,1768.87524,278.0869404,-0.530489709,-0.244041183,0.652610525,0.000140552,1.602601264,0.324979608,62.16081748,62.16081748,11400.56011,11400.23513,2944.402146,8455.832987,735.2901065,0.01868627,1.108228467,9.317437425
98,34988.72106,11545.81679,-2.078617465,-2.078601043,-597.0239019,-466.1884507,439.4604309,1768.230241,277.1208776,-0.546451122,-0.261904348,0.630194232,0.000161882,1.869054996,0.306183052,60.60679705,60.60679705,11543.94774,11543.64155,2981.44052,8562.201033,744.5394672,0.018385724,1.108867919,8.653998454
99,35567.6925,11679.40133,-2.007034643,-2.00702011,-599.8588957,-469.0234221,438.2058998,1767.579424,276.191254,-0.561634138,-0.279201787,0.607891768,0.000183971,2.148666301,0.28824784,59.09162712,59.09162712,11677.25266,11676.96441,3015.874557,8661.089857,753.1384648,0,1.109452162,8.037396307
