IPERIOD,K,YGROSS,EIND,E,CCA,CCATOT,MAT,ML,MU,FORC,TATM,TOCEAN,DAMFRAC,DAMAGES,ABATECOST,MCABATE,CPRICE,YNET,Y,I,C,CPC,RI,PERIODU,CEMUTOTPER
37,6962.738339482185,2708.8534967569904,-14.474791170466682,-14.446485440203114,635.5574657432292,766.0574096429472,1156.762530527334,1822.682344013633,737.612535101982,4.59370223944696,3.9443765078056425,2.0454084038125164,0.03671713024337653,99.46132665065235,9.63859381140546,288.5515831800243,288.5515831800243,2609.392170106338,2599.753576294933,641.6862880536252,1958.0672882413078,170.63287700162277,0.028715356388810696,1.0022543442451177,732.0235111577334
38,7319.858802348962,2835.8231973948364,-14.225801177181829,-14.200750605898572,615.8155247033128,746.3540743453434,1142.8197484464386,1825.1751901855594,729.3591357133472,4.529298430386608,3.9120334485872705,2.0928826064123447,0.03611745345876285,102.42271234918805,9.2359744354531,281.3377936005237,281.3377936005237,2733.4004850456486,2724.1645106101955,672.7508214384263,2051.413689171769,178.7159591826853,0.028390336618257933,1.0067883513358786,682.7788622813102
39,7686.05753139117,2965.3194633140943,-13.969367369602535,-13.947197614016853,596.4131772167036,726.9858929406809,1129.2675878280195,1827.6066102522575,721.1116948604055,4.46594145810552,3.877888911918818,2.138361377466718,0.035489732895111675,105.23839570169311,8.842749897928384,274.30434876051066,274.30434876051066,2860.081067612401,2851.2383177144725,704.4515607794942,2146.7867569349783,186.97809571621988,0.02805433403971024,1.0111254189503829,636.6855083160145
40,8060.797915608644,3097.213356387695,-13.706299885170774,-13.686679651477444,577.3605757851672,707.9635284916671,1116.071005032283,1829.9767359198643,712.9157875395217,4.403511881161397,3.8422493836961995,2.1818495658280206,0.034840397570572626,107.90814469743493,8.459319898762724,267.4467400414979,267.4467400414979,2989.30521169026,2980.8458917914973,736.8570990202697,2243.9887927712275,195.4018869453014,0.027740856536943883,1.0152702606110502,593.5607097098568
41,8444.106056289096,3231.4392475390323,-13.4376853229075,-13.420321416088903,558.6667679766964,689.296480412729,1103.2069307072172,1832.2860177265259,704.803531978988,4.341940704284134,3.8053751704397283,2.2233595612747252,0.034174877243206093,110.4340396035247,8.086196698071717,260.76057154046043,260.76057154046043,3121.0052079355073,3112.9190112374354,769.8602304345746,2343.058780802861,203.99055601721162,0.027421623818484144,1.0192376837931143,553.2353640587841
42,8835.461337351022,3367.866853012212,-13.164294315170725,-13.148927257636267,540.339319363893,670.992714160562,1090.6598250380657,1834.5351303778957,696.7977587446026,4.281191053053275,3.7674896138365637,2.2629099515038504,0.03349778805726466,112.81609004728998,7.723640187961096,254.24155725194893,254.24155725194893,3255.050762964922,3247.327122776961,803.5051566929326,2443.8219660840286,212.72872132198316,0.027118104044404748,1.0230330494985687,515.5422066967988
43,9234.777348557069,3506.41441903536,-12.887072509192366,-12.873472663274372,522.3847444659515,653.0590981517837,1078.4193907386616,1836.724907405066,688.9148000080581,4.221248978460148,3.7287861880576987,2.300524443062168,0.032813077589549676,115.05624839292302,7.371966247131041,247.88551832065022,247.88551832065022,3391.358170642437,3383.986204395306,837.7185839539263,2546.267620441379,221.61529099974987,0.026824768285897745,1.026667813662269,480.32499649364456
44,9641.636596319096,3646.961123097465,-12.606775296016814,-12.594739432379388,504.8082680486133,635.5011703513549,1066.4784368511728,1838.8562954431102,681.1664380570738,4.162114244939475,3.689433751928237,2.3362309866870565,0.032124134527286755,117.15546973416777,7.031333443152568,241.68838036263398,241.68838036263398,3529.805653363297,3522.7743199201445,872.4280507653062,2650.3462691548384,230.64580631040604,0.02652574031338205,1.030151140139464,447.43371779847456
45,10055.430247586995,3789.363800880584,-12.324061444714753,-12.31340970539563,487.6140846116018,618.3234024403083,1054.831878377172,1840.930322216186,673.5612018469521,4.1037961247172206,3.6495806974217415,2.370061055818086,0.031433876670104346,119.11439437503813,6.701810635396373,235.6461708535681,235.6461708535681,3670.249406505546,3663.54759587015,907.6825638422739,2755.865032027876,239.80333752667687,0.026238275059141333,1.0334871395143435,416.7237875661253
46,10476.043826109015,3933.534771300451,-12.039747615011294,-12.03032082571387,470.80549016981956,601.5293357390049,1043.4759818326106,1842.9480736454025,666.1052802609936,4.0463101095212295,3.6093582295077744,2.402049046858177,0.030744821716240572,120.93582525826551,6.383521069847064,229.75501658222896,229.75501658222896,3812.5989460421856,3806.2154249723385,943.4371162100423,2862.778308762296,249.08378176978468,0.02595880942520688,1.0366845800131665,388.06027620919866
